city,country,country_params,distance,id,lat,localized_country_name,lon,member_count,ranking,state,state_params,zip
Bancroft,us,US,1121.6601786695337,83217,42.7400016784668,USA,-111.88999938964844,0,182,ID,ID,83217
Basalt,us,US,1156.4525989776544,83218,43.310001373291016,USA,-112.16000366210938,0,183,ID,ID,83218
Bern,us,US,1086.5922845121788,83220,42.33000183105469,USA,-111.38999938964844,0,184,ID,ID,83220
Bloomington,us,US,1080.55453091537,83223,42.189998626708984,USA,-111.4000015258789,0,185,ID,ID,83223
Clayton,us,US,1272.5781201905006,83227,44.29999923706055,USA,-114.41000366210938,0,186,ID,ID,83227
Cobalt,us,US,1309.3355065011829,83229,45.11000061035156,USA,-114.44000244140625,0,187,ID,ID,83229
Conda,us,US,1109.5423262098466,83230,42.72999954223633,USA,-111.52999877929688,0,188,ID,ID,83230
Downey,us,US,1117.6196965408744,83234,42.45000076293945,USA,-112.16000366210938,0,189,ID,ID,83234
Ellis,us,US,1286.913579880935,83235,44.849998474121094,USA,-114.08999633789062,0,190,ID,ID,83235
Geneva,us,US,1075.3424868726636,83238,42.31999969482422,USA,-111.05999755859375,0,191,ID,ID,83238
Grace,us,US,1107.8710687988107,83241,42.529998779296875,USA,-111.76000213623047,0,192,ID,ID,83241
Holbrook,us,US,1125.5456210552115,83243,42.27000045776367,USA,-112.62000274658203,0,193,ID,ID,83243
Howe,us,US,1208.2911795210223,83244,43.79999923706055,USA,-113.08999633789062,0,194,ID,ID,83244
Lava Hot Springs,us,US,1120.3929144488873,83246,42.61000061035156,USA,-112.02999877929688,0,195,ID,ID,83246
Mackay,us,US,1236.1495740545074,83251,43.93000030517578,USA,-113.77999877929688,0,196,ID,ID,83251
May,us,US,1266.0879527835712,83253,44.58000183105469,USA,-113.80999755859375,0,197,ID,ID,83253
Moreland,us,US,1161.277491272228,83256,43.220001220703125,USA,-112.44000244140625,0,198,ID,ID,83256
Paris,us,US,1082.7006126301253,83261,42.22999954223633,USA,-111.41000366210938,0,199,ID,ID,83261
Chicago,us,US,952.9038963611007,60601,41.880001068115234,USA,-87.62000274658203,90918,0,IL,IL,60290
Schaumburg,us,US,949.030167397618,60159,42.040000915527344,USA,-88.08000183105469,6507,1,IL,IL,60159
Naperville,us,US,932.3365652223828,60540,41.77000045776367,USA,-88.1500015258789,4686,2,IL,IL,60540
Aurora,us,US,930.1794272627203,60502,41.779998779296875,USA,-88.25,3181,3,IL,IL,60502
Carol Stream,us,US,940.5476295735913,60116,41.90999984741211,USA,-88.12999725341797,2653,4,IL,IL,60116
Peoria,us,US,833.6508747659595,61601,40.689998626708984,USA,-89.58999633789062,2606,5,IL,IL,61601
Evanston,us,US,960.3880881510971,60201,42.060001373291016,USA,-87.69999694824219,2498,6,IL,IL,60201
Rockford,us,US,937.1844471468136,61101,42.29999923706055,USA,-89.12999725341797,2287,7,IL,IL,61101
Champaign,us,US,841.3084498043337,61820,40.11000061035156,USA,-88.25,2159,8,IL,IL,61820
Joliet,us,US,918.4483089499286,60431,41.52000045776367,USA,-88.16000366210938,1901,9,IL,IL,60431
Springfield,us,US,782.6561709154024,62701,39.79999923706055,USA,-89.6500015258789,1894,10,IL,IL,62701
Oak Park,us,US,948.4429432231786,60301,41.88999938964844,USA,-87.80000305175781,1861,11,IL,IL,60301
Bloomington,us,US,838.3578719866733,61701,40.47999954223633,USA,-89.0,1785,12,IL,IL,61701
Arlington Heights,us,US,955.8121934746512,60004,42.11000061035156,USA,-87.97000122070312,1690,13,IL,IL,60004
Palatine,us,US,954.195401025561,60038,42.099998474121094,USA,-88.01000213623047,1586,14,IL,IL,60038
Downers Grove,us,US,938.061984676166,60515,41.810001373291016,USA,-88.0199966430664,1116,15,IL,IL,60515
Gurnee,us,US,971.1883008930484,60031,42.369998931884766,USA,-87.93000030517578,1085,16,IL,IL,60031
Elgin,us,US,943.7391561516043,60120,42.040000915527344,USA,-88.27999877929688,1013,17,IL,IL,60120
Plainfield,us,US,922.781543163901,60544,41.619998931884766,USA,-88.19999694824219,969,18,IL,IL,60544
Wheaton,us,US,938.3452707934821,60187,41.86000061035156,USA,-88.11000061035156,908,19,IL,IL,60187
Elmhurst,us,US,944.6009184945344,60126,41.88999938964844,USA,-87.94000244140625,804,20,IL,IL,60126
Des Plaines,us,US,954.6774972020912,60016,42.04999923706055,USA,-87.88999938964844,794,21,IL,IL,60016
Skokie,us,US,957.9419668906999,60076,42.029998779296875,USA,-87.7300033569336,782,22,IL,IL,60076
Elk Grove Village,us,US,949.5253488027474,60007,42.0099983215332,USA,-88.0,781,23,IL,IL,60007
Carbondale,us,US,690.9179039075635,62901,37.72999954223633,USA,-89.22000122070312,771,24,IL,IL,62901
Buffalo Grove,us,US,959.374179467884,60089,42.16999816894531,USA,-87.95999908447266,741,25,IL,IL,60089
Decatur,us,US,806.013186747615,62521,39.83000183105469,USA,-88.91999816894531,732,26,IL,IL,62521
Bolingbrook,us,US,930.432234092395,60440,41.70000076293945,USA,-88.08000183105469,726,27,IL,IL,60440
McHenry,us,US,961.5365158511257,60050,42.349998474121094,USA,-88.26000213623047,716,28,IL,IL,60050
Saint Charles,us,US,936.5624630692666,60174,41.91999816894531,USA,-88.30000305175781,707,29,IL,IL,60174
Crystal Lake,us,US,956.0348760099298,60012,42.27000045776367,USA,-88.30000305175781,707,30,IL,IL,60012
Lombard,us,US,941.603630933196,60148,41.869998931884766,USA,-88.01000213623047,659,31,IL,IL,60148
Tinley Park,us,US,931.5288352628171,60477,41.56999969482422,USA,-87.79000091552734,630,32,IL,IL,60477
Glenview,us,US,958.2069504057464,60025,42.08000183105469,USA,-87.81999969482422,624,33,IL,IL,60025
Belleville,us,US,704.3780362213151,62220,38.529998779296875,USA,-89.98999786376953,622,34,IL,IL,62220
Grayslake,us,US,967.1768972867137,60030,42.34000015258789,USA,-88.0199966430664,588,35,IL,IL,60030
Glen Ellyn,us,US,939.9747463391068,60137,41.869998931884766,USA,-88.06999969482422,580,36,IL,IL,60137
Normal,us,US,840.2719641842543,61761,40.5099983215332,USA,-88.98999786376953,567,37,IL,IL,61761
Orland Park,us,US,932.50878598549,60462,41.619998931884766,USA,-87.8499984741211,565,38,IL,IL,60462
Northbrook,us,US,960.3938966953833,60062,42.130001068115234,USA,-87.83999633789062,565,39,IL,IL,60062
Vernon Hills,us,US,962.411141626123,60061,42.22999954223633,USA,-87.97000122070312,553,40,IL,IL,60061
Round Lake,us,US,965.912367337234,60073,42.349998474121094,USA,-88.08999633789062,550,41,IL,IL,60073
Libertyville,us,US,966.509997031526,60048,42.290000915527344,USA,-87.94000244140625,527,42,IL,IL,60048
Oswego,us,US,922.2475847318726,60543,41.66999816894531,USA,-88.31999969482422,508,43,IL,IL,60543
Barrington,us,US,955.7283581521424,60010,42.189998626708984,USA,-88.13999938964844,499,44,IL,IL,60010
Deerfield,us,US,961.5079656968372,60015,42.16999816894531,USA,-87.87999725341797,496,45,IL,IL,60015
Mount Prospect,us,US,954.6923091483221,60056,42.06999969482422,USA,-87.93000030517578,467,46,IL,IL,60056
Waukegan,us,US,972.7627653074273,60079,42.369998931884766,USA,-87.87000274658203,467,47,IL,IL,60079
Bartlett,us,US,942.7774636613268,60103,41.970001220703125,USA,-88.16999816894531,465,48,IL,IL,60103
Highland Park,us,US,963.9317334386188,60035,42.18000030517578,USA,-87.80999755859375,458,49,IL,IL,60035
Wheeling,us,US,957.9785310948174,60090,42.130001068115234,USA,-87.93000030517578,447,50,IL,IL,60090
Mundelein,us,US,962.254498765822,60060,42.27000045776367,USA,-88.05999755859375,429,51,IL,IL,60060
Urbana,us,US,842.8775819460038,61801,40.11000061035156,USA,-88.19999694824219,428,52,IL,IL,61801
Lisle,us,US,935.3339579604663,60532,41.790000915527344,USA,-88.08000183105469,423,53,IL,IL,60532
Lake Zurich,us,US,958.3821102495559,60047,42.20000076293945,USA,-88.05999755859375,422,54,IL,IL,60047
Berwyn,us,US,946.0196524527373,60402,41.84000015258789,USA,-87.79000091552734,421,55,IL,IL,60402
Lake Villa,us,US,970.0250650009002,60046,42.40999984741211,USA,-88.05999755859375,417,56,IL,IL,60046
Hoffman Estates,us,US,948.2512182382046,60169,42.04999923706055,USA,-88.12999725341797,405,57,IL,IL,60169
Woodridge,us,US,933.7011745184458,60517,41.75,USA,-88.05999755859375,401,58,IL,IL,60517
Geneva,us,US,934.6382157990171,60134,41.88999938964844,USA,-88.30999755859375,401,59,IL,IL,60134
