created,description,distance,duration,event_url,fee.accepts,fee.amount,fee.currency,fee.description,fee.label,fee.required,group.created,group.group_lat,group.group_lon,group.id,group.join_mode,group.name,group.urlname,group.who,headcount,how_to_find_us,id,maybe_rsvp_count,name,photo_url,rsvp_limit,status,time,updated,utc_offset,venue.address_1,venue.address_2,venue.address_3,venue.city,venue.country,venue.id,venue.lat,venue.localized_country_name,venue.lon,venue.name,venue.phone,venue.repinned,venue.state,venue.zip,visibility,waitlist_count,why,yes_rsvp_count,timestamp_event,timestamp_event_weekday,category
1447083168000,"<p>Newbies, gearheads &amp; everyone in between are welcome. Most meetings start with a show and tell format.  The show and tell is informal and lasts about an hour. We then break-up for informal discussions.  We always welcome anyone wanting to give a specific presentation. Let us know if you'd like to present on a particular topic!</p> <p><i>SIGN-IN PROCEDURES: </i></p> <p>As you enter the Adventure Science Center(ASC) lobby, look for the sign-in table to the right near the gift shop.  An ASC staff person will be at the table between 9:45 -10:15.  (You don't need to stand in the line for ASC admission.)</p> <p><br/>You will sign in and be given a wrist band specific for MTRAS members, and then you may go to Eureka Corner for the meeting. You MUST have a wristband to attend MTRAS meetings and afternoon workshops, and we encourage you to re-use your meeting wristband for the workshop.</p> <p>A member of MTRAS will setup and staff the table again from 1:15 - 1:30 for any scheduled workshops.</p> <p>If you arrive late you must now wait in line and sign in at the front desk. No exceptions.</p> <p>Meetings are still free unless you plan on paying to explore the Science Center, which we encourage.</p> <p><i>WHERE WE MEET AT THE ASC:</i></p> <p>We typically meet on the second floor in the Eureka room,which is in the far right corner as you walk up the steps to the second floor.</p> <p>message the organizers if you have any questions.</p> <p><br/>See ya'll there!</p>",3.534250020980835,7200000.0,https://www.meetup.com/robotics-71/events/245184759/,,,,,,,1168994738000,36.06999969482422,-86.7300033569336,405938,open,MTRAS ~ MidTn Robotic Arts Society,robotics-71,Robo Fiends,0,,qxncmlywqbvb,0,MTRAS ~ MidTn Robotic Arts Society Monthly Meetup,,,upcoming,1513440000000,1512600302000,-21600000,,,,,,,,,,,,,,,public,0,,9,2017-12-16 10:00:00,6,tech
1467158568000,"<p>Our women's club varies from sharing activities to socials to luncheons and more. If you are interested, please contact us or join us at our next get-together!</p>",15.589369773864744,,https://www.meetup.com/humanism-177/events/236619183/,,,,,,,1180111773000,29.76000022888184,-95.36000061035156,511123,open,The Humanists of Houston Meetup Group,humanism-177,Humanists,0,When you arrive look for Ginger (see photo in attendee list on the right) at a table with other female humanists! There will also be an HOH sign on the table.,trbrvlywqbmb,0,HOH Women's Club,,,upcoming,1512837000000,1467158568000,-21600000,1422 West Gray,,,Houston,us,11566932.0,29.753323,USA,-95.39949,Cafe Express  River Oaks,,False,TX,77019,public,0,,7,2017-12-09 10:30:00,6,religion/beliefs
1511757868000,"<p>This is a paid event. Quick tix: <a href=""https://www.eventbrite.com/e/pitchforce-san-franciscogalvanize-tickets-40772251903"" class=""linkified"">https://www.eventbrite.com/e/pitchforce-san-franciscogalvanize-tickets-40772251903</a></p> <p>Description</p> <p>WHAT?</p> <p>The San Francisco PitchForce is a monthly event for early stage high-tech startup entrepreneurs to get a chance to deliver a 4-minute elevator pitch to a panel of seasoned angel investors.</p> <p>WHO?</p> <p>This monthly event is sponsored by PeopleConnect, a 18 year old high tech startup recruiting firm. Producing the event is Max Shapiro, CEO of PeopleConnect, who has been hosting monthly pitch events for the past 5 years, including PitchForce (pitch-force.com).</p> <p>HOW?</p> <p>Presenters are chosen on a first come first served basis, and only 10 startup entrepreneurs are allowed to pitch at each event.</p> <p>YOU MUST SIGN UP ONLINE, AND WE ENCOURAGE YOU TO DO SO ASAP. SELECT THE 'Pitching Entrepreneurs' TICKET TYPE TO REGISTER!</p> <p>Presenters will receive instructions on the 8 key points to cover in your pitch, as well as a sample pitch. Pitches will be reviewed by the SF PitchForce team prior to the event, to make sure that you are delivering a message that will resonate with the panel. In addition, please send your 4-minute pitch deck and 1-minute elevator manuscript for our review to [masked]</p> <p>INTERESTED IN ATTENDING?</p> <p>If you're interested in attending and not pitching please purchase a ""Regular Ticket"" with the link above.</p> <p>If you have any questions or concerns, please contact us at [masked]. We look forward to seeing you there!</p> <p>READY?</p> <p>If you feel that you’re not quite ready to pitch, or if you are not ready for possible investment or just wanting to network with startup CEOs and Angels, this is a great event for you to attend. You’ll observe and learn what’s important to potential investors and how to pitch successfully in a short period of time.</p>",23.289249420166016,10800000.0,https://www.meetup.com/pitchgloballySF/events/245428180/,,,,,,,1227588919000,37.790000915527344,-122.4000015258789,1327602,open,"Pitch Globally & Network with Startups,VC's,Techies,Mentors",pitchgloballySF,Startup Minds,0,I am available via text 415-305-5456,245428180,0,Pitchforce San FRancisco@Galvanize,,,upcoming,1512696600000,1511757927000,-28800000,44 Tehama Street,,,San Francisco,us,25151518.0,37.787613,USA,-122.396637,Galvanize San Francisco - Soma,,False,CA,94105,public,0,,23,2017-12-07 19:30:00,4,socializing
1510100245000,"<p><b>Hares:</b> Beaver Creeper<b><br/></b></p> <p><b>Location:</b> TBD<b><br/></b></p> <p><b>Start Time:</b> 1:69 PM (that's 2:09). <b><br/></b></p> <p><b>Hash Cash:</b> $5 or <a href=""https://www.soh4.com/product/hash-cash/"">Hash Cash</a> (Virgins/first-timers are free!</p> <p><b>Theme:</b> TBD<b><br/></b></p> <p><b>On-After</b>: TBD</p>",3.463428974151612,,https://www.meetup.com/Syracuse-soh4/events/244913556/,,,,,,,1344058023000,43.02999877929688,-76.12999725341797,4463752,open,Syracuse On-On-Dog-A Hash House (www.SOH4.com),Syracuse-soh4,Hashers,0,TBD,244913556,0,Trail #313: Beaver Creeper,,,upcoming,1514055600000,1510327973000,-18000000,,,,,,,,,,,,,,,public,0,,6,2017-12-23 13:00:00,6,fitness
1511934921000,<p>Nothing like a little Death Cultist mayhem to loosen a bunch of adventures up. Now its time to go take care of some real bad guys.</p>,12.862603187561035,12600000.0,https://www.meetup.com/Dungeons-Dragons-3-5-Meetup-in-Grand-Junction-CO/events/245490019/,,,,,,,1484440673000,39.08000183105469,-108.54000091552734,21910809,open,"Dungeons & Dragons 3.5 Meetup in Grand Junction, CO",Dungeons-Dragons-3-5-Meetup-in-Grand-Junction-CO,Adventurers,0,Meet me in the parking lot.  You must be escorted in with a member.,245490019,0,D&D 3.5e.  Primary Campaign.,,7.0,upcoming,1512693000000,1511934921000,-25200000,1674 US 50,,,Grand Junction,us,25003084.0,39.051327,USA,-108.566513,Fraternal Order of Eagles,,False,CO,,public,0,,3,2017-12-07 18:30:00,4,games
1508879974000,"<p>Join us for our weekly doodling time! Thursday nights are all about doodling, playing drawing games and chatting. :)</p> <p><b>Please remember to RSVP</b>, since we'd like to make sure we have enough seating for you. Thanks! ;D</p> <p><i>By participating in Double Jump events you are agreeing to our <a href=""http://doublejumpseattle.com/conduct"">code of conduct</a>.</i></p>",8.748191833496094,10800000.0,https://www.meetup.com/DoubleJump/events/245014256/,,,,,,,1352087885000,47.63000106811523,-122.31999969482422,5703622,open,"Capitol Hill comics, animation and game art: Double Jump!",DoubleJump,artists,0,we will be meeting at the new Little Oddfellows Cafe located at the back of the bookstore!,cqxbxnywqbkb,0,doodle and drawing games! (all ages),,20.0,upcoming,1512702000000,1508879974000,-28800000,1521 10th Ave ,,,Seattle,us,1252624.0,47.614712,USA,-122.319481,Elliott Bay Book Company,(206) 624-6600,False,WA,98122,public,0,,12,2017-12-07 21:00:00,4,sci-fi/fantasy
1512163206000,<p>• What we'll do<br/>Join us for a Christmas Music in the Living Room at Blithewold in Bristol. Enjoy music by Enigmatica. The cost for Seniors is $16.00 to be paid at the door. Afterwards we can view the beautiful Mansion and grounds. The group will meet inside the entrance to Blithewold mansion at 2:30.</p> <p>• What to bring</p> <p><br/>• Important to know</p>,23.68596649169922,5400000.0,https://www.meetup.com/East-Bay-Single-Seniors60-70-plus-or-minus-train-riders/events/245569358/,,,,,,,1461367770000,41.68999862670898,-71.2699966430664,19872037,open,"East Bay Single Seniors, 55+, Meet New Friends :)",East-Bay-Single-Seniors60-70-plus-or-minus-train-riders,East Bay Single Seniors,0,Meet us at the mansion entrance,245569358,0,Let's go hear Music in the Living Room at Blithewold,,,upcoming,1512847800000,1512163206000,-18000000,Hope & Thames St,,,Bristol,us,24460146.0,41.676155,USA,-71.278633,Blithwold Mansion,,False,RI,,public,0,,3,2017-12-09 13:30:00,6,socializing
1509410461000,"<p><b>3-02: Sewer Dragons of Absalom (3-7)</b></p> <p>Absalom is Golarion’s busiest and most populous city, but one of its largest populations goes largely unnoticed. You must venture into the sewers beneath the City at the Center of the World to stop the meddling dragons within from disrupting a vital Pathfinder Society operation.</p> <p>Written by Dennis Baker.</p> <p>GM: TBD</p> <p><img src=""https://secure.meetupstatic.com/photos/event/2/3/2/1/600_465788993.jpeg"" /></p> <p>If you do not have a character, a pregenerated character can be provided by the GM. There is a $2 charge per player per event for GM gift cards to the host location. If you feel that you will arrive late and/or need to leave early, please RSVP for a different event. Please update your RSVP if you RSVP'd ""yes"" and are unable to attend in consideration of all other players and GMs. Thanks!</p> <p><b><a href=""http://paizo.com/pathfinderSociety"">New to Pathfinder Society?</a> </b>Download the Pathfinder Society Roleplaying Guild Guide, which details character creation, factions, and organized play guidelines.</p> <p><a href=""http://rockymountainpfs.com/"">Rocky Mountain Pathfinder Society</a> - Information on other Pathfinder Society events throughout Colorado.</p> <p><a href=""https://drive.google.com/open?id=1gVK_8NQFwt9WHvZrrb9YNS1wzbwD08sgIncQzAelldQ"">Retail Incentive Program</a> - Save your retail receipts from the host venue to gain in-game benefits during the next session!</p> <p><a href=""http://paizo.com/pathfinderSociety/rerolls"">Reroll Rewards</a> - Earn one d20 reroll by displaying a qualifying Paizo product.</p> <p>If you have any additional questions, you may contact the Northern Colorado Venture Lieutenant (<a href=""mailto:[masked]"">[masked]</a>).</p>",23.45276069641113,16200000.0,https://www.meetup.com/FoCoRPG/events/244672561/,,,,,,,1229740716000,40.54999923706055,-105.11000061035156,1340824,open,Fort Collins RPG Connection,FoCoRPG,Role-Players,0,,244672561,0,PFS at Gryphon: #3-02: Sewer Dragons of Absalom tier 3-7,,7.0,upcoming,1513040400000,1509410461000,-25200000,1119 W Drake Rd C-30,,,Fort Collins,us,25250299.0,40.551777,USA,-105.097298,Gryphon Games & Comics,,False,CO,,public,0,,6,2017-12-11 19:00:00,1,games
1511997006000,"<p>READ ALL THE SCREENS ON YOUR SMART PHONE TO GET THE COMPLETE DESCRIPTION! The hiking part of the group is for hikers over 55 who haven't given up on their love of hiking and being in nature despite their age or level of physical conditioning. Our pace is slow on the uphill and moderate  on the level and down hill.</p> <p><br/>Hike Ratings: Easy, Moderate, Strenuous. The pace for all hikes will be the same. Harder hikes have rougher footing (rocks &amp; tree roots), more elevation gain and mileage. We start as a group, we hike as a group and we end as a group.  Our goal is to  stay fit while enjoying the camarederie of hikers who have similar skills and goals. This is a dog free hiking group.</p> <p> </p> <p><br/>Trail Head: From the south,exit the Taconic State Parkway for route 117,make left onto route 117 for about 1.2 miles.Make left into the park by gates and stone walls.From the north exit route 9A for route 117.Make right onto route 117 for about 1.1 miles,make left into park.Meet at the building in the main parking lot.</p> <p><br/>The park is all smooth carriage roads.Little elevation gain. 1.5 hours,slow to moderate pace,3 miles. This is a joint hike with, Westchester/Putnam Outdoor &amp; More. </p> <p><br/>If you want to bring a guest, have them join the group.  --- Steve A.---</p> <p><br/>      Disclaimer: As a condition of your voluntary participation in this activity you acknowledge and agree to the following: this activity involves inherent risks that can cause property damage, injury, illness, disability, and/or death to participants and/or others; you assume all risk associated with this activity; you are responsible for having the necessary knowledge, skills, abilities, clothing, and equipment to safely participate in this activity; you know and will follow the Hiker Responsibility Code described at &lt;a&gt;www.hikesafe.com;&lt;/a&gt; the leader(s) of this activity are volunteers; and you release, hold harmless, and indemnify the leader(s) and all members of this group from any and all claims for property damage, injury, illness, disability, and/or death - including those caused by negligence and/or other reasons.</p>",19.57594108581543,,https://www.meetup.com/Westchester-Over-55-Hiking-Arts-Entertainment/events/245510070/,,,,,,,1445731555000,41.02999877929688,-73.76000213623047,19057993,open,"Westchester Over 55 Hiking,Arts & Entertainment",Westchester-Over-55-Hiking-Arts-Entertainment,Participants,0,Do not trust the MEETUP.COM link above.Verify any GPS or Web MAP with the directions suppied below.,245510070,0,"Joint Group Event, 3 Mile Walk-Rockefeller State Park",,,upcoming,1513022400000,1511997006000,-18000000,125 Phelps Way (route 117),,,Pleasantville,us,24198538.0,41.112213,USA,-73.83661,Rockefeller State Park,,True,NY,,public,0,,5,2017-12-11 14:00:00,1,fitness
1303832729000,"<p>1st Thursday Each Month </p> <p>NEXT EVENT – FIRST THURSDAY: Monthly</p> <p>ALWAYS FREE - BUSINESS NETWORKING<br/>5:30 - 7:30 PM - Open To All - NO RSVP</p> <p><b>Pointe Hilton Squaw Peak ~ Lounge Inside Rico's American Grill</b></p> <p>7677 North 16th Street ~ PHX, AZ 85020</p> <p><br/>Why Network?<br/>Developing new contacts is the single most important activity in marketing. If you don't like meeting new people, get over it. No matter what, you must make new contacts and develop those relationships every day you work your business. On days you cannot find time to make a new contact, do it anyway! It's Important!</p>",9.938876152038574,7200000.0,https://www.meetup.com/SMM-BN/events/244494862/,,,,,,,1140710731000,33.5,-112.02999877929688,225189,open,Social Media Marketing | Business Networking,SMM-BN,Social Media Marketers,0,Lounge Inside Rico's American Grill,xlmxqywqbkb,0,Social  Media  Marketing | Business  Networking | Monthly: 1st Thursday,,,upcoming,1512693000000,1509185848000,-25200000,7677 N 16th St,,,Phoenix,us,709679.0,33.548946,USA,-112.046178,Pointe Hilton Squaw Peak Resort,480-226-8187,False,AZ,85020,public,0,,45,2017-12-07 18:30:00,4,error
1393776114000,"<p>   *   *   *   Non-members can attend and play.  *   *   *</p> <p>Group membership size is restricted merely to keep costs down and games free.</p> <p>We still hold our Meetup at the Panera Bread location at Haggerty Road south of 8 Mile Rd. just west of I 275 in north west Livonia. 3 o'clock is a good time to assemble. This gives us time to chat, find out what's new, and snack. 3:30 is a good time to start the game so it won't run too late.</p> <p>Join us for a few hours to play Robert Kiyosaki's Cash Flow Game and learn how to get out of the Rat Race. Participants are all levels from beginners to advanced and we all share info and help each other. Learn and have fun doing it!</p> <p>This is a great place to meet other investors who are already playing in Real Life's Fast Track. Bring your questions and business cards. Network. Hope to see you at a game soon!</p>",20.66097068786621,,https://www.meetup.com/westside-cashflow/events/245564429/,,,,,,,1184684250000,42.41999816894531,-83.37000274658203,573354,open,Westside Cashflow,westside-cashflow,Cashflow Players,0,Haggerty Road south of 8 Mile Road in Livonia,dpjzxhywqbnb,0,Play Cashflow and Learn How to Get Out of the Rat Race.,,,upcoming,1512937800000,1491635861000,-18000000,20140 Haggerty Rd,,,Livonia,US,23837557.0,42.43552800000001,USA,-83.434097,Panera Bread,,False,,,public,0,,4,2017-12-10 14:30:00,0,career/business
1490903785000,"<p><b>Beginner Ride:</b> If you’re hesitant to join a riding group, this is the ride for you! In the beginner group, there is NEVER pressure to ride longer or faster. Our knowledgeable ride leaders will help you navigate through the turns and answer any cycling questions you may have. All types of bodies and bicycles are welcome!</p> <p>Please bring your helmet, water and a positive attitude.</p> <p>Pace: Steady: 12-14mph</p> <p>Length of ride: about an hour</p> <p>Interest: Social: For talking, meeting new people and riding with friends. Generally slower paced, and involving a stop.</p> <p>Showers cancel.</p> <p>All rides have trained ride leaders and follow the rules of the road.</p>",7.78163480758667,,https://www.meetup.com/Performance-Great-Ride-Series-Salt-Lake/events/245615141/,,,,,,,1394459549000,40.709999084472656,-111.88999938964844,13261882,open,Performance Great Ride Series: Salt Lake,Performance-Great-Ride-Series-Salt-Lake,Bicycle Enthusiasts,0,,rrjkvmywqbmb,0,Let's go for a social road ride.,,,upcoming,1512835200000,1490903785000,-25200000,291 West 2100 South,,,Salt Lake City,us,12745392.0,40.725311,USA,-111.899368,Performance Bicycle Shop,,False,UT,84115,public,0,,3,2017-12-09 10:00:00,6,outdoors/adventure
1510682222000,"<p>Our woodshop is full of great equipment and tools! This class will safely introduce people to the proper way to handle and use our table saw, miter saw, band saw and drill press. You'll get hands-on and will also learn ways to use this equipment to make your projects. </p> <p><b>Min age:</b> 12 years old - adult</p> <p><b>Max number of students in the class:</b> 5</p> <p><b>Cost: </b></p> <p>= suggested donation of $15 for non-members of Decatur Makers (for more info and to join, <a href=""https://decaturmakers.org/membership/"">click here</a>)</p> <p>= FREE for members of Decatur Makers </p> <p><br/><b>Required Clothes: </b></p> <p>= Closed toed boots/shoes <br/>= Long pants and long sleeves or tee shirt (not too loose-fitting)<br/>= Long hair must be tied back</p>",16.43218994140625,7200000.0,https://www.meetup.com/Decatur-Makers/events/245109717/,,,,,,,1373591358000,33.77000045776367,-84.30000305175781,9319162,open,Decatur Makers,Decatur-Makers,Makers,0,,245109717,0,Woodshop 101,,6.0,upcoming,1512691200000,1510682222000,-18000000,605 W. Ponce De Leon Ave,,,Decatur,us,20673612.0,33.774765,USA,-84.305092,Decatur Makers,,False,GA,,public,5,,6,2017-12-07 18:00:00,4,tech
1510279195000,"<p>At 861 pages, the science fiction thriller Seveneves is certainly one of the longest and most technically challenging books our club has ever tackled.  Thanks to all attendees for your dedication and stamina! </p> <p><br/>Among the Wild Mulattos and Other Tales, December's selection, is a collection of short stories by Tom Williams, PhD &amp; Chair of English at Morehead State University in Morehead, Kentucky.  Here's what Michael Coppermanof <i>The Rumpus</i> says<i>:</i> </p> <p><br/>""Williams' stories feel new, and if their plots are oriented toward the disoriented hybridity of the ""mulatto,"" their concerns are universal: what it means to be human, to seek belonging, to err, to want, to long, to feel the impossibility of finding happiness or a home in the world...Williams leaves us richer by implicating all of us in these stories. Here, at last, is literature's diverse diversity.""</p> <p><br/>Have a wonderful Thanksgiving and we'll see you in December!</p> <p><br/>Ron Elkins, Organizer</p> <p>Indianapolis Book Club Meetup</p>",13.500479698181152,,https://www.meetup.com/bookclub-1484/events/244982141/,,,,,,,1221231619000,39.77000045776367,-86.16000366210938,1280884,approval,Indianapolis Book Club Meetup Group,bookclub-1484,Book Readers,0,"Ask for our group at the host stand. Free street parking is available after 6:00 P.M. along North Street, which is one block north of Michigan Street.",244982141,0,"December 7, 2017:  Among the Wild Mulattos and Other Tales by Tom Williams",,15.0,upcoming,1512689400000,1510284418000,-18000000,401 East Michigan Street,,,Indianapolis,us,8388712.0,39.773838,USA,-86.149986,The Rathskeller,,False,IN,46204,public,0,,6,2017-12-07 17:30:00,4,book clubs
1504393418000,"<p>In this hour session, you'll learn simple, but powerful meditation and relaxation techniques that will energize you and bring more happiness to your life.</p> <p>Street parking is scarce (average about 20 min to find a spot).</p>",14.756103515625,3600000.0,https://www.meetup.com/San-Francisco-Meditation-and-Mindfulness-for-Young-Adults/events/245204009/,,,,,,,1504376051000,37.77999877929688,-122.41999816894531,25740829,open,Meditation and Mindfulness for Beginners,San-Francisco-Meditation-and-Mindfulness-for-Young-Adults,Happy Campers,0,,zwsbcpywqbkb,0,Free Meditation Workshop for Beginners - Be in Harmony!,,,upcoming,1512705600000,1512625353000,-28800000,914 Pacific Ave. ,,,San Francisco,us,24389095.0,37.796551,USA,-122.410408,Tantara,,False,CA,,public,0,,5,2017-12-07 22:00:00,4,health/wellbeing
1505274936000,<p>A new place to check out never been here should be fun.</p>,24.90825080871582,10800000.0,https://www.meetup.com/SocializinginEugene/events/243322433/,,,,,,,1429900006000,44.060001373291016,-123.19000244140624,18561992,approval,Socializing in Eugene,SocializinginEugene,Friends,0,,243322433,0,Working Women's Wednesday,,,upcoming,1513209600000,1505274936000,-28800000,,,,,,,,,,,,,,,public,0,,9,2017-12-13 18:00:00,3,socializing
1511650389000,"<p>All Day Board Gaming Event: PLEASE READ THESE RULES BEFORE SIGNING UP: (Location/parking details to be sent in an email 12/13/2017 or 12/14/2017) 1. MUST have attended at least one other event and played a game with myself or Joe. (If you're unsure, ask) (Is there no possible way you would ever be able to attend a Tuesday EVER to make the attendance requirement? Shoot me a message and we'll work something out. If enough people want to come to this but can't come on a Tuesday I will hold an event another night for those people to attend) 2. Admission for this event will be $5 for the whole day OR you can bring a pot luck dish to share. (Please bring something homemade. Chips/drinks are ok in addition but not solely) Of course, if you're unsure, ask. (bring both if you're feeling generous) 3. Attendance limit: 20 people, there will be a wait list available, if necessary 4. Guest limit of +1 (with the guest preferably having attended another event of ours with you) 5. RSVP Deadline of 12/13/2017 at 9PM. Location and parking info will be emailed out to attendees once the RSVP deadline has been reached. Feel free to also plan out any games you want to play on here, or just bring whatever you want and we should be able to find someone to play with you!</p>",15.01400375366211,36000000.0,https://www.meetup.com/Albany-Game-Knight/events/245395081/,,,,,,,1473817542000,42.650001525878906,-73.75,20423699,open,Albany Game Knights,Albany-Game-Knight,Knights,0,,245395081,0,All Day Board Gaming Extravaganza!,,20.0,upcoming,1513443600000,1511650389000,-18000000,,,,,,,,,,,,,,,public,0,,5,2017-12-16 11:00:00,6,games
1512602816000,"<p>    Need to do some quick holiday shopping, but haven't been able to get it done?  Multitask! Meet us for some coffee at Starbucks in Mayfair Mall and pick up a few gifts at the same time.  It is right between Williams Sonoma and Victoria Secret - a perfect spot to shop for the whole family!!  We can help you pick out the best gift for that hard-to-buy-for person in your life or just enjoy some holiday music and people watching.  The mall is open late, so don't worry about being on time, but please update your RSVP if you're not going to make it before 9pm.</p>",7.341365814208983,7200000.0,https://www.meetup.com/Milwaukee-Singles-Professionals/events/245709971/,,,,,,,1482372983000,43.04999923706055,-87.9000015258789,21652798,approval,Milwaukee Single Professionals,Milwaukee-Singles-Professionals,Single Professionals,0,Meet at the Starbucks in the center of Mayfair Mall  (look for a the MeetUp sign!),245709971,0,Holiday Coffee (Shopping Optional),,12.0,upcoming,1513126800000,1512602816000,-21600000, ,,,Milwaukee,US,25651575.0,43.063869,USA,-88.044495,Starbucks,,False,,,public,0,,4,2017-12-12 19:00:00,2,socializing
1497892168000,"<p>Women’s Monday Night Climb </p> <p><i>Our Objective is to get female climbers of all climbing abilities and experience levels together to motivate each other, create climbing friendships and have fun!</i></p> <p>This is not an instructional group or a guide service.  We exist to organize and facilitate meeting times and places for independent women climbers to meet each other and climb together. Therefore, every climber assumes responsibility for her own safety. That said, we want to encourage this as a space to meet new climbing partners/mentors and to develop a new women’s climbing community at Rock Climb Fairfield.</p> <p>We love our male climbing partners, but I find an all women environment can give encouragement and like mindedness that you don't always get from mixed company! </p> <p><br/>First time? </p> <p>• Please sign the RCF e-waiver at <a href=""http://www.rockclimbfairfield.com/waiver"">www.rockclimbfairfield.com/waive</a>r </p> <p>• RSVP to the meet up</p> <p>• Come Climbing!</p> <p>What to wear: Whatever you are comfortable to work out in! Non-restrictive and reasonable length tops and bottoms (you don't want to have to fight with the harness to keep yourself covered up!)</p> <p>Details: Monday Night 7:30 pm</p> <p>$16 admission (regularly $20) + $2 per item of gear rental, if you have your own please bring it along!</p> <p>Please contact Moselle (Event Organizer and RCF Staff) if you have any questions or concerns! </p> <p>GUESTS OF MEETUP MEMBERS: Meetup members must be at front desk to account for their guests!</p> <p><img src=""https://secure.meetupstatic.com/photos/event/2/d/0/600_460200720.jpeg"" /></p>",10.4906587600708,,https://www.meetup.com/FairfieldRockClimbing/events/245295477/,,,,,,,1309898519000,41.16999816894531,-73.2699966430664,2125951,open,The Fairfield Rock Climbing Group,FairfieldRockClimbing,Rock Climbers,0,"We are located at Rock Climb Fairfield, 85 Mill plain road, in the sportsplex complex",gtkcjnywqbpb,0,Ladies only Monday night climb!,,,upcoming,1513038600000,1501626963000,-18000000,85 Mill Plain Rd,,,Fairfield,us,24064131.0,41.142342,USA,-73.264206,Rock Climb Fairfield,,False,CT,,public,0,,3,2017-12-11 18:30:00,1,error
1486172595000,<p>Weekly Tuesday Meeting</p>,13.847723960876465,,https://www.meetup.com/TheGeekGroupofWesternMass/events/245713587/,,,,,,,1268745445000,42.150001525878906,-72.51000213623047,1615390,open,The Geek Group of Western Mass,TheGeekGroupofWesternMass,Geeks,0,"Entrance is at the door marked # 19. Once you get to it, please call (413) 342-0419 to have someone let you in the building.",lfjvnmywqbqb,0,Weekly Tuesday Meeting,,,upcoming,1513121400000,1486172595000,-18000000,34 Front St,3rd Floor,,Indian Orchard,us,1384372.0,42.160156,USA,-72.506653,The Geek Group of Western Mass,413-342-0419,False,MA,01151,public,0,,3,2017-12-12 17:30:00,2,tech
1488237091000,<p>Have to change to Thursdays. Hike at Rotary park in Livonia. For those of you who have free time during the week slow pace on the wooded trails. 2pm was the recommended time. I'll try to make it each week but you all can still go if I am not there. The trails are straightforward if you use your phone gps.</p> <p>Drive to back of park passing baseball fields to the trail head. I'm recovering from medical issues so just getting back into hiking. Hope to see a few of you.</p>,15.94933795928955,,https://www.meetup.com/Livonia-Walks/events/245568105/,,,,,,,1303228548000,42.400001525878906,-83.37999725341797,1817504,open,Livonia Walks,Livonia-Walks,Hikers,0,,srctrmywqbkb,0,Weekly Hike Rotary Park in Livonia at 2pm,,,upcoming,1512673200000,1488237137000,-18000000,,,,,,,,,,,,,,,public,0,,4,2017-12-07 13:00:00,4,outdoors/adventure
1503374453000,"<p><b>WE WILL NEED TO SET-UP EITHER ON THE ALTADENA DR. SIDE OR ADJACENT TO THE FIELD BEHIND THE GYM ON TUESDAY NIGHTS STARTING IN SEPTEMBER AS SOCCER PRACTICES WILL START IN THE FIELD BEHIND THE GYM.   THE BASEBALL IS RESERVED FOR  FOOTBALL THROUGH NOVEMBER.  WE CAN MOVED  TO EITHER LIGHTED  FIELD WHEN SPACE OPENS UP.</b></p> <p>


Look for either orange or blue-colored nets.</p> <p><b>PLEASE PAY ATTENTION TO THE MANDATORY AGENDA!</b></p> <p><b>1. Receive serve</b></p> <p><b>2. Pass to the setter</b></p> <p><b>3. SPIKE!</b></p> <p><b>4. And last but not least, HAVE FUN!!</b></p> <p><b>Disclaimer:  El Presidente reserves the right to change, enhance, or veto</b></p> <p><b>the above agenda at will!  Just kidding!</b></p> <p><b>Parking is available in the main lot off of Paloma St. in front of the gym.</b></p> <p><b>Restrooms are located inside the front entrance of the gym when the</b></p> <p><b>gym is open.  There are also restrooms on the far side of the park</b></p> <p><b>near the playground area.</b></p> <p><b>* Disclaimer of Risk and Liability * You, and no one else, are 100% responsible for your safety at all times. Your attendance signifies you, your family, friends and heirs agree to hold harmless this Meetup group, it's organizers and the property on which this group is held for any injuries to your person or property that may occur. </b></p>",13.58909797668457,,https://www.meetup.com/volleyball-69/events/245055035/,,,,,,,1146874070000,34.150001525878906,-118.13999938964844,241694,open,The Great Pasadena Volleyball Club,volleyball-69,Volleyball players,0,,plltqnywqbkb,0,Tuesday/Thursday Evening Outdoor Meetup at Victory Park,,,upcoming,1512696600000,1503374453000,-28800000,2575 Paloma Street,,,Pasadena,us,844750.0,34.159374,USA,-118.09896100000002,Victory Park,323.206.0359,False,CA,91107,public,0,,15,2017-12-07 19:30:00,4,sports/recreation
